i,j,i title,j title,mode,tau,p,sign,sign+,significant
31,41,position 1 behind (mm),wF 2 behind (normalized),2,-0.17,0.e-5,--,-,True
37,41,position 2 behind (mm),wF 2 behind (normalized),3,-0.1582,0.e-5,--,-,True
37,41,position 2 behind (mm),wF 2 behind (normalized),2,-0.293,0.e-5,---,-,True
35,41,wF 1 behind (normalized),wF 2 behind (normalized),3,0.1371,0.e-5,++,+,True
35,41,wF 1 behind (normalized),wF 2 behind (normalized),2,0.3231,0.e-5,++++,+,True
11,47,vx nozzle (mm/s),wF 3 behind (normalized),3,0.014,0.4012,,,False
11,47,vx nozzle (mm/s),wF 3 behind (normalized),2,-0.0323,0.0636,,,False
13,47,vx ahead (mm/s),wF 3 behind (normalized),3,0.0505,0.0023,+,+,True
13,47,vx ahead (mm/s),wF 3 behind (normalized),2,-0.0249,0.1344,,,False
15,47,vx just behind (mm/s),wF 3 behind (normalized),3,-0.0535,0.0012,-,-,True
15,47,vx just behind (mm/s),wF 3 behind (normalized),2,-0.0105,0.5268,,,False
17,47,vx behind left (mm/s),wF 3 behind (normalized),3,-0.0315,0.0572,,,False
17,47,vx behind left (mm/s),wF 3 behind (normalized),2,-0.0031,0.8531,,,False
19,47,vx behind 0 (mm/s),wF 3 behind (normalized),3,0.0149,0.3683,,,False
19,47,vx behind 0 (mm/s),wF 3 behind (normalized),2,0.0342,0.0401,+,+,True
21,47,vx behind 1 (mm/s),wF 3 behind (normalized),3,0.0095,0.5643,,,False
21,47,vx behind 1 (mm/s),wF 3 behind (normalized),2,0.0148,0.375,,,False
23,47,vx behind 2 (mm/s),wF 3 behind (normalized),3,-0.0257,0.1203,,,False
23,47,vx behind 2 (mm/s),wF 3 behind (normalized),2,0.0224,0.1805,,,False
25,47,vx left (mm/s),wF 3 behind (normalized),3,-0.0715,0.e-4,-,-,True
25,47,vx left (mm/s),wF 3 behind (normalized),2,-0.008,0.6312,,,False
27,47,vx right 1 (mm/s),wF 3 behind (normalized),3,0.0588,0.0004,+,+,True
27,47,vx right 1 (mm/s),wF 3 behind (normalized),2,-0.0105,0.5278,,,False
29,47,vx right 2 (mm/s),wF 3 behind (normalized),3,0.0257,0.1196,,,False
29,47,vx right 2 (mm/s),wF 3 behind (normalized),2,0.0245,0.1414,,,False
31,47,position 1 behind (mm),wF 3 behind (normalized),3,-0.1073,0.e-5,--,-,True
31,47,position 1 behind (mm),wF 3 behind (normalized),2,-0.0686,0.e-4,-,-,True
37,47,position 2 behind (mm),wF 3 behind (normalized),3,-0.1438,0.e-5,--,-,True
37,47,position 2 behind (mm),wF 3 behind (normalized),2,-0.0833,0.e-5,-,-,True
43,47,position 3 behind (mm),wF 3 behind (normalized),3,-0.1556,0.e-5,--,-,True
43,47,position 3 behind (mm),wF 3 behind (normalized),2,-0.1036,0.e-5,--,-,True
35,47,wF 1 behind (normalized),wF 3 behind (normalized),3,0.0321,0.052,,,False
35,47,wF 1 behind (normalized),wF 3 behind (normalized),2,0.1951,0.e-5,++,+,True
41,47,wF 2 behind (normalized),wF 3 behind (normalized),3,0.3205,0.e-5,++++,+,True
41,47,wF 2 behind (normalized),wF 3 behind (normalized),2,0.3676,0.e-5,++++,+,True
11,53,vx nozzle (mm/s),wF 2 ahead (normalized),3,-0.0557,0.e-5,-,-,True
11,53,vx nozzle (mm/s),wF 2 ahead (normalized),2,0.0184,0.142,,,False
13,53,vx ahead (mm/s),wF 2 ahead (normalized),3,0.0445,0.0002,+,+,True
13,53,vx ahead (mm/s),wF 2 ahead (normalized),2,0.0105,0.3785,,,False
15,53,vx just behind (mm/s),wF 2 ahead (normalized),3,-0.0044,0.7117,,,False
15,53,vx just behind (mm/s),wF 2 ahead (normalized),2,0.041,0.0006,+,+,True
17,53,vx behind left (mm/s),wF 2 ahead (normalized),3,0.1133,0.e-5,++,+,True
17,53,vx behind left (mm/s),wF 2 ahead (normalized),2,0.0997,0.e-5,+,+,True
19,53,vx behind 0 (mm/s),wF 2 ahead (normalized),3,-0.0216,0.0686,,,False
19,53,vx behind 0 (mm/s),wF 2 ahead (normalized),2,0.0607,0.e-5,+,+,True
21,53,vx behind 1 (mm/s),wF 2 ahead (normalized),3,-0.0975,0.e-5,-,-,True
21,53,vx behind 1 (mm/s),wF 2 ahead (normalized),2,0.0091,0.4466,,,False
23,53,vx behind 2 (mm/s),wF 2 ahead (normalized),3,-0.1019,0.e-5,--,-,True
23,53,vx behind 2 (mm/s),wF 2 ahead (normalized),2,0.0191,0.111,,,False
25,53,vx left (mm/s),wF 2 ahead (normalized),3,-0.1045,0.e-5,--,-,True
25,53,vx left (mm/s),wF 2 ahead (normalized),2,-0.0418,0.0005,-,-,True
27,53,vx right 1 (mm/s),wF 2 ahead (normalized),3,0.0241,0.0423,+,+,True
27,53,vx right 1 (mm/s),wF 2 ahead (normalized),2,0.0182,0.1246,,,False
29,53,vx right 2 (mm/s),wF 2 ahead (normalized),3,-0.096,0.e-5,-,-,True
29,53,vx right 2 (mm/s),wF 2 ahead (normalized),2,0.0466,0.e-4,+,+,True
31,53,position 1 behind (mm),wF 2 ahead (normalized),3,-0.0177,0.1355,,,False
31,53,position 1 behind (mm),wF 2 ahead (normalized),2,-0.1058,0.e-5,--,-,True
37,53,position 2 behind (mm),wF 2 ahead (normalized),3,-0.0086,0.4702,,,False
37,53,position 2 behind (mm),wF 2 ahead (normalized),2,-0.1809,0.e-5,--,-,True
43,53,position 3 behind (mm),wF 2 ahead (normalized),3,-0.0152,0.3666,,,False
43,53,position 3 behind (mm),wF 2 ahead (normalized),2,-0.1417,0.e-5,--,-,True
49,53,position 2 ahead (mm),wF 2 ahead (normalized),3,0.0031,0.7936,,,False
49,53,position 2 ahead (mm),wF 2 ahead (normalized),2,-0.0647,0.e-5,-,-,True
35,53,wF 1 behind (normalized),wF 2 ahead (normalized),3,0.2336,0.e-5,+++,+,True
35,53,wF 1 behind (normalized),wF 2 ahead (normalized),2,0.2036,0.e-5,+++,+,True
41,53,wF 2 behind (normalized),wF 2 ahead (normalized),3,0.1652,0.e-5,++,+,True
41,53,wF 2 behind (normalized),wF 2 ahead (normalized),2,0.2994,0.e-5,+++,+,True
47,53,wF 3 behind (normalized),wF 2 ahead (normalized),3,0.0526,0.0018,+,+,True
47,53,wF 3 behind (normalized),wF 2 ahead (normalized),2,0.2094,0.e-5,+++,+,True
11,59,vx nozzle (mm/s),wF 3 ahead (normalized),3,0.0115,0.4978,,,False
11,59,vx nozzle (mm/s),wF 3 ahead (normalized),2,-0.0192,0.2818,,,False
13,59,vx ahead (mm/s),wF 3 ahead (normalized),3,0.0602,0.0004,+,+,True
13,59,vx ahead (mm/s),wF 3 ahead (normalized),2,0.0206,0.2232,,,False
15,59,vx just behind (mm/s),wF 3 ahead (normalized),3,0.0833,0.e-5,+,+,True
15,59,vx just behind (mm/s),wF 3 ahead (normalized),2,-0.0044,0.797,,,False
17,59,vx behind left (mm/s),wF 3 ahead (normalized),3,0.0929,0.e-5,+,+,True
17,59,vx behind left (mm/s),wF 3 ahead (normalized),2,0.0831,0.e-5,+,+,True
19,59,vx behind 0 (mm/s),wF 3 ahead (normalized),3,0.0697,0.e-4,+,+,True
19,59,vx behind 0 (mm/s),wF 3 ahead (normalized),2,0.026,0.1253,,,False
21,59,vx behind 1 (mm/s),wF 3 ahead (normalized),3,-0.0244,0.1478,,,False
21,59,vx behind 1 (mm/s),wF 3 ahead (normalized),2,-0.0253,0.1352,,,False
23,59,vx behind 2 (mm/s),wF 3 ahead (normalized),3,-0.1055,0.e-5,--,-,True
23,59,vx behind 2 (mm/s),wF 3 ahead (normalized),2,-0.0297,0.0823,,,False
25,59,vx left (mm/s),wF 3 ahead (normalized),3,0.0023,0.8922,,,False
25,59,vx left (mm/s),wF 3 ahead (normalized),2,0.0205,0.2268,,,False
27,59,vx right 1 (mm/s),wF 3 ahead (normalized),3,0.1065,0.e-5,++,+,True
27,59,vx right 1 (mm/s),wF 3 ahead (normalized),2,-0.0035,0.8372,,,False
29,59,vx right 2 (mm/s),wF 3 ahead (normalized),3,0.026,0.1234,,,False
29,59,vx right 2 (mm/s),wF 3 ahead (normalized),2,0.0203,0.2312,,,False
31,59,position 1 behind (mm),wF 3 ahead (normalized),3,-0.1109,0.e-5,--,-,True
31,59,position 1 behind (mm),wF 3 ahead (normalized),2,0.0543,0.0013,+,+,True
37,59,position 2 behind (mm),wF 3 ahead (normalized),3,-0.1362,0.e-5,--,-,True
37,59,position 2 behind (mm),wF 3 ahead (normalized),2,0.0224,0.1869,,,False
43,59,position 3 behind (mm),wF 3 ahead (normalized),3,-0.1361,0.e-5,--,-,True
43,59,position 3 behind (mm),wF 3 ahead (normalized),2,0.0112,0.507,,,False
49,59,position 2 ahead (mm),wF 3 ahead (normalized),3,-0.1661,0.e-5,--,-,True
49,59,position 2 ahead (mm),wF 3 ahead (normalized),2,-0.0069,0.6842,,,False
55,59,position 3 ahead (mm),wF 3 ahead (normalized),3,-0.3636,0.e-5,----,-,True
55,59,position 3 ahead (mm),wF 3 ahead (normalized),2,-0.2221,0.e-5,---,-,True
35,59,wF 1 behind (normalized),wF 3 ahead (normalized),3,0.1406,0.e-5,++,+,True
35,59,wF 1 behind (normalized),wF 3 ahead (normalized),2,0.1402,0.e-5,++,+,True
41,59,wF 2 behind (normalized),wF 3 ahead (normalized),3,0.2002,0.e-5,+++,+,True
41,59,wF 2 behind (normalized),wF 3 ahead (normalized),2,0.1203,0.e-5,++,+,True
47,59,wF 3 behind (normalized),wF 3 ahead (normalized),3,0.193,0.e-5,++,+,True
47,59,wF 3 behind (normalized),wF 3 ahead (normalized),2,0.1986,0.e-5,++,+,True
53,59,wF 2 ahead (normalized),wF 3 ahead (normalized),3,0.1651,0.e-5,++,+,True
53,59,wF 2 ahead (normalized),wF 3 ahead (normalized),2,0.1566,0.e-5,++,+,True
11,73,vx nozzle (mm/s),Relaxed position,3,-0.0648,0.e-5,-,-,True
11,73,vx nozzle (mm/s),Relaxed position,2,-0.0213,0.0371,-,-,True
11,74,vx nozzle (mm/s),Sheared position,3,0.0051,0.5959,,,False
11,74,vx nozzle (mm/s),Sheared position,2,-0.0201,0.0444,-,-,True
11,75,vx nozzle (mm/s),Relaxed width,3,-0.0329,0.0007,-,-,True
11,75,vx nozzle (mm/s),Relaxed width,2,0.0074,0.4683,,,False
11,76,vx nozzle (mm/s),Sheared width,3,-0.0062,0.5165,,,False
11,76,vx nozzle (mm/s),Sheared width,2,-0.0191,0.0562,,,False
13,73,vx ahead (mm/s),Relaxed position,3,-0.0159,0.1018,,,False
13,73,vx ahead (mm/s),Relaxed position,2,0.0145,0.1352,,,False
13,74,vx ahead (mm/s),Sheared position,3,-0.0817,0.e-5,-,-,True
13,74,vx ahead (mm/s),Sheared position,2,0.0093,0.3303,,,False
13,75,vx ahead (mm/s),Relaxed width,3,0.0328,0.0007,+,+,True
13,75,vx ahead (mm/s),Relaxed width,2,0.0166,0.0879,,,False
13,76,vx ahead (mm/s),Sheared width,3,0.045,0.e-5,+,+,True
13,76,vx ahead (mm/s),Sheared width,2,-0.0114,0.2338,,,False
15,73,vx just behind (mm/s),Relaxed position,3,0.0122,0.2093,,,False
15,73,vx just behind (mm/s),Relaxed position,2,0.05,0.e-5,+,+,True
15,74,vx just behind (mm/s),Sheared position,3,-0.013,0.1703,,,False
15,74,vx just behind (mm/s),Sheared position,2,0.0022,0.8166,,,False
15,75,vx just behind (mm/s),Relaxed width,3,0.0236,0.015,+,+,True
15,75,vx just behind (mm/s),Relaxed width,2,0.0237,0.0149,+,+,True
15,76,vx just behind (mm/s),Sheared width,3,-0.0313,0.001,-,-,True
15,76,vx just behind (mm/s),Sheared width,2,-0.0186,0.0511,,,False
17,73,vx behind left (mm/s),Relaxed position,3,0.0326,0.0008,+,+,True
17,73,vx behind left (mm/s),Relaxed position,2,-0.0005,0.9603,,,False
17,74,vx behind left (mm/s),Sheared position,3,0.0319,0.0008,+,+,True
17,74,vx behind left (mm/s),Sheared position,2,0.0389,0.e-4,+,+,True
17,75,vx behind left (mm/s),Relaxed width,3,0.1102,0.e-5,++,+,True
17,75,vx behind left (mm/s),Relaxed width,2,0.0981,0.e-5,+,+,True
17,76,vx behind left (mm/s),Sheared width,3,-0.0124,0.1932,,,False
17,76,vx behind left (mm/s),Sheared width,2,0.0248,0.0094,+,+,True
19,73,vx behind 0 (mm/s),Relaxed position,3,0.0068,0.4809,,,False
19,73,vx behind 0 (mm/s),Relaxed position,2,-0.0025,0.7953,,,False
19,74,vx behind 0 (mm/s),Sheared position,3,-0.0124,0.1936,,,False
19,74,vx behind 0 (mm/s),Sheared position,2,-0.0507,0.e-5,-,-,True
19,75,vx behind 0 (mm/s),Relaxed width,3,0.0085,0.3834,,,False
19,75,vx behind 0 (mm/s),Relaxed width,2,0.0501,0.e-5,+,+,True
19,76,vx behind 0 (mm/s),Sheared width,3,0.0071,0.4519,,,False
19,76,vx behind 0 (mm/s),Sheared width,2,0.0352,0.0002,+,+,True
21,73,vx behind 1 (mm/s),Relaxed position,3,0.0334,0.0006,+,+,True
21,73,vx behind 1 (mm/s),Relaxed position,2,0.0053,0.5882,,,False
21,74,vx behind 1 (mm/s),Sheared position,3,0.0407,0.e-4,+,+,True
21,74,vx behind 1 (mm/s),Sheared position,2,-0.0402,0.e-4,-,-,True
21,75,vx behind 1 (mm/s),Relaxed width,3,-0.0742,0.e-5,-,-,True
21,75,vx behind 1 (mm/s),Relaxed width,2,-0.0041,0.6746,,,False
21,76,vx behind 1 (mm/s),Sheared width,3,-0.0204,0.0322,-,-,True
21,76,vx behind 1 (mm/s),Sheared width,2,0.0188,0.0494,+,+,True
23,73,vx behind 2 (mm/s),Relaxed position,3,0.0331,0.0006,+,+,True
23,73,vx behind 2 (mm/s),Relaxed position,2,-0.0181,0.0643,,,False
23,74,vx behind 2 (mm/s),Sheared position,3,0.0136,0.1533,,,False
23,74,vx behind 2 (mm/s),Sheared position,2,-0.0408,0.e-4,-,-,True
23,75,vx behind 2 (mm/s),Relaxed width,3,-0.104,0.e-5,--,-,True
23,75,vx behind 2 (mm/s),Relaxed width,2,0.0017,0.8593,,,False
23,76,vx behind 2 (mm/s),Sheared width,3,-0.0341,0.0003,-,-,True
23,76,vx behind 2 (mm/s),Sheared width,2,0.0209,0.03,+,+,True
25,73,vx left (mm/s),Relaxed position,3,-0.008,0.4103,,,False
25,73,vx left (mm/s),Relaxed position,2,0.1346,0.e-5,++,+,True
25,74,vx left (mm/s),Sheared position,3,-0.0125,0.1886,,,False
25,74,vx left (mm/s),Sheared position,2,0.0758,0.e-5,+,+,True
25,75,vx left (mm/s),Relaxed width,3,-0.058,0.e-5,-,-,True
25,75,vx left (mm/s),Relaxed width,2,-0.0237,0.0151,-,-,True
25,76,vx left (mm/s),Sheared width,3,-0.0769,0.e-5,-,-,True
25,76,vx left (mm/s),Sheared width,2,-0.0307,0.0013,-,-,True
27,73,vx right 1 (mm/s),Relaxed position,3,-0.0176,0.0689,,,False
27,73,vx right 1 (mm/s),Relaxed position,2,0.0089,0.3618,,,False
27,74,vx right 1 (mm/s),Sheared position,3,-0.0647,0.e-5,-,-,True
27,74,vx right 1 (mm/s),Sheared position,2,-0.0316,0.0009,-,-,True
27,75,vx right 1 (mm/s),Relaxed width,3,0.0442,0.e-5,+,+,True
27,75,vx right 1 (mm/s),Relaxed width,2,0.0132,0.1731,,,False
27,76,vx right 1 (mm/s),Sheared width,3,0.0742,0.e-5,+,+,True
27,76,vx right 1 (mm/s),Sheared width,2,0.0021,0.8232,,,False
29,73,vx right 2 (mm/s),Relaxed position,3,0.0642,0.e-5,+,+,True
29,73,vx right 2 (mm/s),Relaxed position,2,-0.0089,0.3618,,,False
29,74,vx right 2 (mm/s),Sheared position,3,-0.039,0.e-4,-,-,True
29,74,vx right 2 (mm/s),Sheared position,2,-0.0408,0.e-4,-,-,True
29,75,vx right 2 (mm/s),Relaxed width,3,-0.0512,0.e-5,-,-,True
29,75,vx right 2 (mm/s),Relaxed width,2,0.0429,0.e-4,+,+,True
29,76,vx right 2 (mm/s),Sheared width,3,0.0138,0.1473,,,False
29,76,vx right 2 (mm/s),Sheared width,2,0.0284,0.0029,+,+,True
31,73,position 1 behind (mm),Relaxed position,3,0.1425,0.e-5,++,+,True
31,73,position 1 behind (mm),Relaxed position,2,0.1815,0.e-5,++,+,True
31,74,position 1 behind (mm),Sheared position,3,0.5964,0.e-5,++++++,+,True
31,74,position 1 behind (mm),Sheared position,2,0.6559,0.e-5,+++++++,+,True
31,75,position 1 behind (mm),Relaxed width,3,-0.0522,0.e-5,-,-,True
31,75,position 1 behind (mm),Relaxed width,2,-0.0559,0.e-5,-,-,True
31,76,position 1 behind (mm),Sheared width,3,-0.1408,0.e-5,--,-,True
31,76,position 1 behind (mm),Sheared width,2,-0.1328,0.e-5,--,-,True
37,73,position 2 behind (mm),Relaxed position,3,0.1398,0.e-5,++,+,True
37,73,position 2 behind (mm),Relaxed position,2,0.1987,0.e-5,++,+,True
37,74,position 2 behind (mm),Sheared position,3,0.8711,0.e-5,+++++++++,+,True
37,74,position 2 behind (mm),Sheared position,2,0.9122,0.e-5,++++++++++,+,True
37,75,position 2 behind (mm),Relaxed width,3,-0.0509,0.e-5,-,-,True
37,75,position 2 behind (mm),Relaxed width,2,-0.1192,0.e-5,--,-,True
37,76,position 2 behind (mm),Sheared width,3,-0.152,0.e-5,--,-,True
37,76,position 2 behind (mm),Sheared width,2,-0.2166,0.e-5,---,-,True
43,73,position 3 behind (mm),Relaxed position,3,0.1466,0.e-5,++,+,True
43,73,position 3 behind (mm),Relaxed position,2,0.1456,0.e-5,++,+,True
43,74,position 3 behind (mm),Sheared position,3,0.8145,0.e-5,+++++++++,+,True
43,74,position 3 behind (mm),Sheared position,2,0.8697,0.e-5,+++++++++,+,True
43,75,position 3 behind (mm),Relaxed width,3,-0.078,0.e-5,-,-,True
43,75,position 3 behind (mm),Relaxed width,2,-0.0648,0.e-5,-,-,True
43,76,position 3 behind (mm),Sheared width,3,-0.1197,0.e-5,--,-,True
43,76,position 3 behind (mm),Sheared width,2,-0.1717,0.e-5,--,-,True
49,73,position 2 ahead (mm),Relaxed position,3,0.7125,0.e-5,++++++++,+,True
49,73,position 2 ahead (mm),Relaxed position,2,0.7449,0.e-5,++++++++,+,True
49,74,position 2 ahead (mm),Sheared position,3,0.1581,0.e-5,++,+,True
49,74,position 2 ahead (mm),Sheared position,2,0.203,0.e-5,+++,+,True
49,75,position 2 ahead (mm),Relaxed width,3,-0.0471,0.e-5,-,-,True
49,75,position 2 ahead (mm),Relaxed width,2,-0.0475,0.e-5,-,-,True
49,76,position 2 ahead (mm),Sheared width,3,-0.0537,0.e-5,-,-,True
49,76,position 2 ahead (mm),Sheared width,2,-0.0119,0.2204,,,False
55,73,position 3 ahead (mm),Relaxed position,3,0.6361,0.e-5,+++++++,+,True
55,73,position 3 ahead (mm),Relaxed position,2,0.6296,0.e-5,+++++++,+,True
55,74,position 3 ahead (mm),Sheared position,3,0.1487,0.e-5,++,+,True
55,74,position 3 ahead (mm),Sheared position,2,0.1369,0.e-5,++,+,True
55,75,position 3 ahead (mm),Relaxed width,3,-0.221,0.e-5,---,-,True
55,75,position 3 ahead (mm),Relaxed width,2,-0.2553,0.e-5,---,-,True
55,76,position 3 ahead (mm),Sheared width,3,-0.0684,0.e-5,-,-,True
55,76,position 3 ahead (mm),Sheared width,2,-0.0805,0.e-5,-,-,True
35,73,wF 1 behind (normalized),Relaxed position,3,0.0263,0.0066,+,+,True
35,73,wF 1 behind (normalized),Relaxed position,2,-0.0198,0.0422,-,-,True
35,74,wF 1 behind (normalized),Sheared position,3,0.1217,0.e-5,++,+,True
35,74,wF 1 behind (normalized),Sheared position,2,-0.0215,0.024,-,-,True
35,75,wF 1 behind (normalized),Relaxed width,3,0.1939,0.e-5,++,+,True
35,75,wF 1 behind (normalized),Relaxed width,2,0.1818,0.e-5,++,+,True
35,76,wF 1 behind (normalized),Sheared width,3,0.1038,0.e-5,++,+,True
35,76,wF 1 behind (normalized),Sheared width,2,0.2846,0.e-5,+++,+,True
41,73,wF 2 behind (normalized),Relaxed position,3,-0.0694,0.e-5,-,-,True
41,73,wF 2 behind (normalized),Relaxed position,2,-0.0787,0.e-5,-,-,True
41,74,wF 2 behind (normalized),Sheared position,3,-0.1391,0.e-5,--,-,True
41,74,wF 2 behind (normalized),Sheared position,2,-0.2814,0.e-5,---,-,True
41,75,wF 2 behind (normalized),Relaxed width,3,0.1841,0.e-5,++,+,True
41,75,wF 2 behind (normalized),Relaxed width,2,0.2442,0.e-5,+++,+,True
41,76,wF 2 behind (normalized),Sheared width,3,0.7059,0.e-5,++++++++,+,True
41,76,wF 2 behind (normalized),Sheared width,2,0.7385,0.e-5,++++++++,+,True
47,73,wF 3 behind (normalized),Relaxed position,3,-0.0614,0.e-5,-,-,True
47,73,wF 3 behind (normalized),Relaxed position,2,0.0122,0.3066,,,False
47,74,wF 3 behind (normalized),Sheared position,3,-0.1493,0.e-5,--,-,True
47,74,wF 3 behind (normalized),Sheared position,2,-0.0933,0.e-5,-,-,True
47,75,wF 3 behind (normalized),Relaxed width,3,0.1229,0.e-5,++,+,True
47,75,wF 3 behind (normalized),Relaxed width,2,0.2038,0.e-5,+++,+,True
47,76,wF 3 behind (normalized),Sheared width,3,0.5772,0.e-5,++++++,+,True
47,76,wF 3 behind (normalized),Sheared width,2,0.6093,0.e-5,+++++++,+,True
53,73,wF 2 ahead (normalized),Relaxed position,3,-0.0368,0.0001,-,-,True
53,73,wF 2 ahead (normalized),Relaxed position,2,-0.1483,0.e-5,--,-,True
53,74,wF 2 ahead (normalized),Sheared position,3,-0.01,0.3007,,,False
53,74,wF 2 ahead (normalized),Sheared position,2,-0.1719,0.e-5,--,-,True
53,75,wF 2 ahead (normalized),Relaxed width,3,0.6535,0.e-5,+++++++,+,True
53,75,wF 2 ahead (normalized),Relaxed width,2,0.6686,0.e-5,+++++++,+,True
53,76,wF 2 ahead (normalized),Sheared width,3,0.1213,0.e-5,++,+,True
53,76,wF 2 ahead (normalized),Sheared width,2,0.2623,0.e-5,+++,+,True
59,73,wF 3 ahead (normalized),Relaxed position,3,-0.2359,0.e-5,---,-,True
59,73,wF 3 ahead (normalized),Relaxed position,2,-0.1059,0.e-5,--,-,True
59,74,wF 3 ahead (normalized),Sheared position,3,-0.1359,0.e-5,--,-,True
59,74,wF 3 ahead (normalized),Sheared position,2,0.0173,0.1496,,,False
59,75,wF 3 ahead (normalized),Relaxed width,3,0.5155,0.e-5,++++++,+,True
59,75,wF 3 ahead (normalized),Relaxed width,2,0.506,0.e-5,++++++,+,True
59,76,wF 3 ahead (normalized),Sheared width,3,0.1912,0.e-5,++,+,True
59,76,wF 3 ahead (normalized),Sheared width,2,0.1551,0.e-5,++,+,True
73,74,Relaxed position,Sheared position,3,0.1427,0.e-5,++,+,True
73,74,Relaxed position,Sheared position,2,0.1789,0.e-5,++,+,True
73,75,Relaxed position,Relaxed width,3,-0.128,0.e-5,--,-,True
73,75,Relaxed position,Relaxed width,2,-0.1322,0.e-5,--,-,True
74,75,Sheared position,Relaxed width,3,-0.0617,0.e-5,-,-,True
74,75,Sheared position,Relaxed width,2,-0.0991,0.e-5,-,-,True
73,76,Relaxed position,Sheared width,3,-0.0606,0.e-5,-,-,True
73,76,Relaxed position,Sheared width,2,-0.0387,0.e-5,-,-,True
74,76,Sheared position,Sheared width,3,-0.1395,0.e-5,--,-,True
74,76,Sheared position,Sheared width,2,-0.1991,0.e-5,--,-,True
75,76,Relaxed width,Sheared width,3,0.1481,0.e-5,++,+,True
75,76,Relaxed width,Sheared width,2,0.2212,0.e-5,+++,+,True